"id","date","type","feature_type","feature_subtype","description","detail","lon","lat"
2296,2023-01-12 21:30:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Le nombre d'automobilistes en direction ouest qui accélèrent et passent sur la rouge est préoccupant, surtout en fin d'après-midi et le soir une fois la brigadière partie et que les parents vont chercher leurs enfants à l'école. Beaucoup de vitesse également, on dépasse largement le 30km/h (voir le 50km/h) en après-midi. ","drivers don't stop or yield to pedestrians",-75.7476351103283,45.421294633791
2299,2022-08-17 05:03:00,"hazard-concern","crossing issue","signal - wait time to cross too long","Le temps d'attente pour traverser est tellement long que plusieurs usagers n'attendent même pas.","signal - wait time to cross too long",-75.7664236884961,45.4374183354892
2303,2023-01-17 11:46:22,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Le gens ne comprennent pas le concept des 2 lumières rapprochées et ils y'en a souvent qui manquent une ou les deux ce qui rends très dangereux pour les piétons.  Un peu a l'ouest, il n'y a pas de trotoir de ste-dominique a Bégin, il manque aussi un trotoir coté sud. Tres peu de protection pour les enfants qui vont a cette école. Vitesse sur Taché problématique","drivers don't stop or yield to pedestrians",-75.7478496096985,45.4214527514785
2308,2023-01-17 13:06:49,"hazard-concern","side walk infrastructure issue","other","Aucun trottoir déneigé sur Caron entre Moussette et Maurice. Les piétons doivent marcher dans la rue avec espace restreint avec les bancs de neige et les voitures stationnées dans la rue. Et il y a beaucoup d’enfants qui habitent cette rue. Plusieurs voitures empruntent cette rue pour éviter un peu Gamelin et Saint-Raymond","side walk infrastructure issue (other)",-75.7456924196067,45.4420584980124
2309,2023-01-17 13:15:46,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Il y a une traverse de piétons mais elle se situe à un endroit où les voitures tournent, elle n'est pas très visible et ce n'est pas rare que les voitures n'arrêtent pas. C'est une piste cyclable très achalandée.","vehicles - speed makes uncomfortable",-75.7534392112134,45.471455625577
2310,2023-01-17 13:26:31,"hazard-concern","safety/comfort concern","other users - bicycle","Il n'y a pas de piste cyclable sur les 4 plus grandes artères du quartier wrightville: Montclair, St Joseph, gamelle et St Raymond. La circulation en vélo y est dangereuse.","other users - bicycle",-75.7328020775929,45.4403500174234
2312,2023-01-17 16:32:34,"hazard-concern","weather related or seasonal","snow","L’hiver le déneigement du stationnement incitatif crée une montagne de neige et les automobilistes ne voient pas derrière et le trottoir n’est pas déneigé. J’ai foi être frapper à plusieurs reprises. ","snow",-75.7536324554006,45.4199294996775
2313,2023-01-17 16:32:34,"hazard-concern","crossing issue","poor visibility of pedestrians","Beaucoup de voitures ne voit pas les piétons qui traversent entre le petit chemin menant à Marcel-Chaput et l’endroit ou l’on peut attendre de traverser la rue. ","poor visibility of pedestrians",-75.7608579763765,45.4174802982177
2314,2023-01-16 22:15:00,"hazard-concern","crossing issue","crosswalk needed","Les piétons qui descendent à cet arrêt de bus vont majoritairement dans le quartier Val-Tétreau, de l'autre côté du boulevard Alexandre-Taché. Ils traversent dans la circulation, qui est assez importante en fin de journée. En hiver, avec peu de lumière, les piétons qui traversent sont peu visibles des automobilistes. Ceux-ci ne respectent pas toujours non plus le couloir de bus, il y a donc souvent des autos qui roulent très vite dans le couloir de bus pour dépasser les autres.","crosswalk needed",-75.7428028545146,45.4224430525178
2315,2023-01-16 17:13:00,"hazard-concern","safety/comfort concern","vehicles - number makes uncomfortable","Absence de séparation entre le trottoir et la rue, les autobus/autos circulant dans la voie réservée éclaboussent les piétons et rendent le trottoir dangereux lorsque la pluie ou la neige souillée et mouillée provenant de la rue se solidifie.","vehicles - number makes uncomfortable",-75.7591250900451,45.4183527641224
2335,2023-01-17 18:32:44,"hazard-concern","crossing issue","signal - pedestrian interval too short","Les lumières piéton devraient être automatique partout sur cette intersection. Il y a un grand nombre de piétons qui traverse. De plus avec la neige parfois les boutons sont très difficile d'acces. ","signal - pedestrian interval too short",-75.7327809390491,45.4403926486621
2336,2023-01-17 17:55:20,"hazard-concern","crossing issue","other","Lorsqu'on traverse, même s'il n'y a aucun véhicule sur Saint-Jean-Bosco il peut en arriver très rapidement par la Promenade du Lac-des-Fées, particulièrement ceux en dir. sud qui tourne à gauche sur St-Jean-Bosco, on ne les voit pas arriver et eux non plus.","crossing issue (other)",-75.7405815042739,45.4290729985699
2338,2023-01-17 18:33:02,"hazard-concern","crossing issue","other","L'intersection du boulevard Maloney et de l'avenue du Cheval-Blanc est difficile à traverser puisque l'intersection est large et donc  longue  à  traverser.  Le  temps  alloué  par  le  feu  protégé pour  les  piétons  n’est  pas  assez  long  pour  permettre  aux enfants de traverser la rue en une seule étape. Le terre-plein au centre  de  la  rue  n’est  pas  prévu  ni  aménagé  pour  que  des piétons  s’y  réfugient  en  attendant  une  seconde  phase piétonnière du feu de circulation.","crossing issue (other)",-75.5800904094072,45.4942925024394
2341,2023-01-17 18:15:35,"hazard-concern","crossing issue","conflict with vehicles turning right","Les automobilistes qui tournent à droite à cette intersection circulent trop rapidement et ne portent pas attention aux piétons et cyclistes qui traverse. ","conflict with vehicles turning right",-75.764137941321,45.4343949892495
2342,2023-01-17 18:32:20,"hazard-concern","crossing issue","other","Double intersection que les piétons traversent dans tous les sens pour évident les détours par les coins. Très dangereux. Les automobilistes ne savent pas comment prévoir le comportement. ","crossing issue (other)",-75.7159253994272,45.4289935316278
2343,2023-01-17 18:15:35,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Les automobilistes ne portent pas attention aux cyclistes ou piétons lorsqu'ils tournent à gauche ou à droite. ","drivers don't stop or yield to pedestrians",-75.7628469560256,45.4322639153813
2344,2023-01-17 18:08:54,"hazard-concern","safety/comfort concern","other users - bicycle","Il n’y a pas de section pour les vélos et l’accotement est très étroit (quasiment absent).","other users - bicycle",-75.8316756071082,45.3958182275252
2345,2023-01-16 19:22:00,"hazard-concern","crossing issue","other","Bouton de piéton ne fonctionne pas depuis une semaine.","crossing issue (other)",-75.7476480551338,45.4214303546178
2346,2023-01-17 19:26:02,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Les voitures ne marquent pas le stop et ne font pas attention aux piétons surtout la nuit et matin ","vehicles - speed makes uncomfortable",-75.7473822432685,45.4431346579558
2351,2023-01-17 20:58:22,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","I cross this intersection everyday and I have almost been hit by a car 3 times. I am very careful when I cross as I am with my 6-year-old daughter, but still cars do not stop.  Twice I was so close to being hit my hand was on the hood of the car.  This intersection is VERY busy. ","drivers don't stop or yield to pedestrians",-75.7350710767059,45.440279784638
2352,2023-01-16 01:49:00,"hazard-concern","safety/comfort concern","other","Non respect du sens unique. ","safety/comfort concern (other)",-75.6981731766172,45.4565885304645
2353,2022-11-01 21:00:00,"hazard-concern","side walk infrastructure issue","too narrrow","Ce trottoir est régulièrement utilisé (à tort ou à raison) par des cyclistes qui proviennent de la piste multifonction. De plus, ce trottoir est un corridor scolaire. ","too narrrow",-75.7449906256903,45.4240744392253
2356,2023-01-17 18:00:58,"hazard-concern","side walk infrastructure issue","too narrrow","Trottoirs trop étroits sur Alexandre-Taché. Ce secteur est achalandé avec l'UQO à proximité et c'est difficile de marcher confortablement. De plus, il y a souvent des cyclistes qui utilisent le trottoir parce que la rue est étroite avec beaucoup d'autos.","too narrrow",-75.7351947486215,45.4233173718301
2359,2023-01-17 23:22:38,"hazard-concern","safety/comfort concern","other","Mauvaise visibilité.
Sortie de voiture sur un trottoir où des enfants sortant de l'école où s'y rendant circulent","safety/comfort concern (other)",-75.7475658212158,45.4216692093565
2360,2023-01-16 17:35:00,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Cette intersection est dangeureuse. Il est très difficile, voir impossible, de voir arriver les voitures qui montent Brodeur à partir de la Promenade du Lac-des-fées lorsqu'on tente de traverser. Les voitures arrivent souvent très rapidement. Il m'est arrivé à quelques reprises de devoir courir pour éviter de me faire frapper par une voiture qui n'était pas visible lorsque j'avais entamé la traversée.","vehicles - speed makes uncomfortable",-75.7465664969456,45.4363899582307
2361,2022-09-08 16:14:00,"hazard-concern","side walk infrastructure issue","other","Sortie des commerces et boulevard de la la Gappe. Régulièrement il y a des accidents, se faire couper la voie par les autos qui essaient d'entrer dans la cour des commerces. Cela fait des années que l'on mentionne à la ville et rien n'est fait.","side walk infrastructure issue (other)",-75.6905663378511,45.4795289840146
2362,2023-01-13 03:26:00,"hazard-concern","safety/comfort concern","other","Cette endroit est un quatre coins, cependant il y a trois coins qui ont un stop et la voiture qui monte la côte n'a pas de stop. Je trouve cela un peu dangeureux car souvent les conducteurs ne réalisent pas que celui qui monte la côte ne s'arrêtera pas, cela est dangeureux.  ","safety/comfort concern (other)",-75.7386806568157,45.4484674748606
2364,2023-01-18 05:10:44,"hazard-concern","side walk infrastructure issue","slope issues (eg. driveways)","La pente extrêmement prononcée en fait un lieu glissant en hiver comme en ete losqu’il pleut. ","slope issues (eg. driveways)",-75.7358231201142,45.4232118063357
2365,2023-01-18 05:10:44,"hazard-concern","side walk infrastructure issue","slope issues (eg. driveways)","Trottoir avec une pente très prononcée, glissante en hiver comme en ete quand il pleut","slope issues (eg. driveways)",-75.7345704943669,45.4233516425959
2366,2023-01-18 12:27:17,"hazard-concern","safety/comfort concern","other","Les deux tournants sur la rue de l'Orignal sont plus prononcés que normalement, il y a également un dénivelé. Que ce soit  pied ou en vélo, la visibilité est réduite surtout lorsque des véhicules sont stationnés dans les deux tournants. En voiture, je fais très attention, mais ce n'est pas tous les conducteurs. Certains coupent même le tournamt sans voir si il y a piéton ou vélos.","safety/comfort concern (other)",-75.8541403674502,45.41405648247
2370,2023-01-16 22:42:59,"hazard-concern","crossing issue","conflict with vehicles turning righton red","Les voitures mais principalement les autobus ne font pas attention quand ils sont sur l'avenue en direction Nord et qu'ils tournent a droit sur la Rue Principale.
Malgré le feu piéton, les véhicules s'engagent sans laisser la priorité aux piétons et c'est dangereux.","conflict with vehicles turning righton red",-75.8409401264236,45.3952134555874
2373,2023-01-12 13:42:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Les conducteurs ne s'arrêtent presque jamais a ce passage piéton (marquage au sol).
À vélo ou à pieds, c'est très dangereux!","drivers don't stop or yield to pedestrians",-75.8240046684616,45.3936412181945
2375,2023-01-18 14:37:12,"hazard-concern","crossing issue","other","There is a 4 way intersection where bikes and walkers/runners on the swamp rabbit trial are crossing with no light. Cars don’t know if they are supposed to stop and there have been multiple car accidents. It is very unsafe for bikes and walkers  ","crossing issue (other)",-82.4286308011811,34.8785763770551
2379,2023-01-18 14:51:13,"hazard-concern","crossing issue","signal - wait time to cross too long","Les feux pour piétons ne sont pas arrimés avec les feux pour le rapibus (qui ne tourne jamais et continue toujours tout droit).

","signal - wait time to cross too long",-75.7283673034953,45.4487575758187
2380,2023-01-18 14:51:13,"hazard-concern","crossing issue","signal - wait time to cross too long","
Les feux pour piétons ne sont pas arrimés avec les feux pour le rapibus (qui ne tourne jamais et continue toujours tout droit).
","signal - wait time to cross too long",-75.7291016687515,45.4519407827017
2381,2023-01-18 14:51:13,"hazard-concern","safety/comfort concern","personal safety - gathering of unknown people","Piste multifonctionnelle qui passe à côté d'un campement de personnes itinérantes. On voit souvent des aiguilles à terre ou des gens intoxiqués.

Il nous est demandé de marcher à coté de notre vélo pour passer à travers les tunnels, ce qui rend le trajet plus long et favorise les rencontres fortuites.","personal safety - gathering of unknown people",-75.727108944714,45.4342206547476
2383,2023-01-18 14:51:13,"hazard-concern","safety/comfort concern","vehicles - number makes uncomfortable","Les voitures peuvent se stationner sur Montclair d'un côté. Or, cette rue est à peine assez large pour une circulation à contre-sens, et est une voie pour les autobus. L'hiver, les bancs de neige sont massifs mais les gens s'y stationnent tout de même. Il est dangereux de circuler en voiture.

Encore plus en vélo!","vehicles - number makes uncomfortable",-75.7388821263135,45.4401158133937
2384,2023-01-18 14:51:13,"hazard-concern","safety/comfort concern","vehicles - number makes uncomfortable","Les voitures peuvent se stationner sur Gamelin d'un côté. Or, cette rue est à peine assez large pour une circulation à contre-sens, et est une voie pour les autobus. L'hiver, les bancs de neige sont massifs mais les gens s'y stationnent tout de même. Il est dangereux de circuler en voiture.

Encore plus en vélo!


Les voitures vont très vite.

","vehicles - number makes uncomfortable",-75.7393154217389,45.4435313724412
2385,2023-01-18 15:08:33,"hazard-concern","safety/comfort concern","vehicles - number makes uncomfortable","Les voitures ont le droit de se stationner sur cette section de Brodeur. Or, la rue est très étroite et a même des terre-plein. ","vehicles - number makes uncomfortable",-75.7361527180423,45.4367117403654
2387,2023-01-18 15:08:33,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","La lumière est très courte pour les véhicules et les piétons. La circulation est très dense sur St-Raymond. Donc, les voitures qui veulent tourner de Joffre sont impatientes et ne laissent pas passer les piétons. Ils bloquent aussi souvent la voie quand il n'y a pas assez de place pour tourner","drivers don't stop or yield to pedestrians",-75.7375701763885,45.4472628460963
2388,2023-01-17 08:29:00,"hazard-concern","crossing issue","crosswalk needed","Malgré la basse vitesse dû au parc de la Guadeloupe, les voitures roulent vite. La courbe de la rue Bedard et quand le soleil est bas il nous éblouit, nous empêche de voir si une voiture vient","crosswalk needed",-75.7511450530167,45.4565456329667
2393,2022-01-09 15:48:00,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Il s'agit d'une zone scolaire limitée à 30 km/h, mais les gens y roulent pratiquement 60. L'école est également en haut d'une côte, ce qui fait que les voitures qui montent ne peuvent pas voir d'avance si quelqu'un essaie de traverser. ","vehicles - speed makes uncomfortable",-71.2371441936988,46.7563963372629
2394,2023-01-11 15:48:00,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Les véhicules roulent très vite sur le boulevard et les trottoirs sont peu larges. Comme la traversée peut être longue, il arrive régulièrement que les piétons traversent ailleurs qu'aux feux et attendent dans la voie de virage pour traverser en sécurité.","vehicles - speed makes uncomfortable",-71.2321486832208,46.7556456418911
2395,2022-08-18 14:48:00,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Longer ce segment du boulevard est particulièrement angoissant parce que, comme il s'agit d'un pont, il n'est pas possible d'empiéter sur le gazon ou autre pour se distancer des voitures. Les voitures roulent en général 70 km/h, donc 20 km/h de plus que la limite, et le trottoir est très étroit. Je considère qu'il n'est même pas sécuritaire de marcher côte à côte sur ce trottoir.","vehicles - speed makes uncomfortable",-71.2283732057729,46.7597824304099
2396,2022-10-01 14:48:00,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Les trottoirs sont peu larges et les véhicules roulent bien au-delà de la limite de vitesse. C'est très angoissant de marcher ici.","vehicles - speed makes uncomfortable",-71.2379817791056,46.751901798235
2397,2023-01-18 17:55:11,"hazard-concern","crossing issue","other","La ville a finalement fait les trottoirs et chemins piétonniers tout autour, mais arrivés à la lumière, ils nous ont mis un interdit de traverser à pied plutot que de nous mettre un feu piétons","crossing issue (other)",-74.0177382115531,45.7634033605812
2398,2023-01-18 18:00:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Les conducteurs se retrouvent souvent à dépasser la ligne d'arrêt et embarquent sur les passages pour piétons (dans tous les sens et toutes les directions). ","drivers don't stop or yield to pedestrians",-75.7129582788965,45.4322498309062
2399,2023-01-18 19:19:43,"hazard-concern","safety/comfort concern","other","Les conducteurs tournent souvent sur le feu rouge alors qu'il s'agit d'une manoeuvre interdite dans quelques directions à ce carrefour.","safety/comfort concern (other)",-75.7128630990009,45.4323967746503
2400,2023-01-18 19:19:43,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","La limite de vitesse est à 50 km/heure dans cette zone, mais il est rare, surtout hors les heures de pointe, de voir des véhicules respecter cette limite de vitesse (et on doit alors malheureusement les entendre vrombir à toute vitesse, avec un système d'échappement modifié, ce qui est illégal...).","vehicles - speed makes uncomfortable",-75.7131395933584,45.4313822693233
2401,2023-01-18 19:19:43,"hazard-concern","crossing issue","signal - wait time to cross too long","L'utilisation des boutons mendiants (""beg buttons"") rend la traversée longue et pénible. Les feux sont programmés pour passer à des moments précis lorsque certaines véhicules traversent en même temps, rendant toute manœuvre de traverser difficile et, par moments, dangereuse.","signal - wait time to cross too long",-75.7126037354381,45.4324370204982
2402,2023-01-18 03:01:00,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Pas d'arrêt, véhicules montent la côte avec peu de visibilité.
","vehicles - speed makes uncomfortable",-75.746675503974,45.4364124106625
2403,2023-01-19 01:43:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Les véhicules entrent dans le quartier, au sortir du rond-point, à toute vitesse. Ne s'attendent pas à devoir arrêter pour laisser des piétons/cyclistes traverser.","drivers don't stop or yield to pedestrians",-75.7413761305588,45.4326937472277
2404,2023-01-18 19:42:40,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Je n'ai jamais vu la vitesse maximale de 5km/h être respectée sur la place du Marché-du-Nord. En plein cœur d'un marché, les voitures se donnent droit de bifurquer le trafic de Jean-Talon en ignorant la limite indiquée. ","vehicles - speed makes uncomfortable",-73.6160591600001,45.535828315023
2405,2023-01-18 13:43:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Véhicules arrivent trop vite du rond-point, en rentrant dans le quartier.","drivers don't stop or yield to pedestrians",-75.7361090383141,45.4325078610884
2406,2023-01-18 20:04:59,"hazard-concern","safety/comfort concern","other","La hauteur en dessous de la bretelle du boulevard est très basse. On peut facilement s'y cogner la tête si on n'y penser pas. ","safety/comfort concern (other)",-75.7085186694651,45.4510275896768
2410,2023-01-18 20:17:54,"hazard-concern","safety/comfort concern","other users - bicycle","Il n'y a pas de piste cyclable sur Maisonneuve, ce qui rend la présence des vélos particulièrement dangereuse. C'est-à-dire qu'il arrive très fréquemment qu'une voiture passe à quelques centimètres seulement d'un cycliste (souvent le conducteur du véhicule est frustré qu'un vélo soit dans la rue, en plus). ","other users - bicycle",-75.7139788012691,45.425968784382
2414,2023-01-18 20:17:54,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Les conducteurs cèdent très rarement aux piétons malgré la traversée pour piétons qui est clairement visible sur cette rue.","drivers don't stop or yield to pedestrians",-75.7091632062763,45.434581179152
2416,2023-01-18 20:52:40,"hazard-concern","safety/comfort concern","other users - bicycle","Il y a une petite voie réserver pour les vélos dans la voix principale de fraser pour tourner à droite sur le chemin d’aylmer. Cependant, certains automobilistes ne la respectent pas, et passent par dessus, soit en attendant la lumière pleinement sur la voie réservée pour les vélos ou en se frayant un chemin à droite d’un véhicule (qui respecte la voie du cycliste). La voie est assez large pour que deux automobilistes passe l’un à côté de l’autre, sans respecter la voie réservée aux cyclistes.","other users - bicycle",-75.8243012123441,45.3962129192739
2421,2023-01-18 22:44:03,"hazard-concern","crossing issue","signal - button difficult to access","Pour velos et pietons, le bouton est loin de le place a traversee.","signal - button difficult to access",-75.7456258467149,45.4217541467991
2422,2023-01-18 23:05:34,"hazard-concern","safety/comfort concern","other","Les autos et camions se stationnent depuis des mois sur la piste cyclable devant la tour à condo en construction et la ville semble s'en foutre totalement. ","safety/comfort concern (other)",-73.563067947563,45.4902248637889
2423,2023-01-18 23:05:34,"hazard-concern","safety/comfort concern","other","Le sens inverse est super mal indiqué pour les voitures et beaucoup de voitures s'engage en sens inverse. Les voitures fautives doivent s'engager dangereusement et parfois coupe les piétons pour dégager la voie","safety/comfort concern (other)",-73.563217718515,45.4921117953652
2424,2023-01-19 00:53:24,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Les conducteurs s'arrêtent rarement pour laisser traverser les piétons à cet endroit malgré les pancartes et lignes de traverse.","drivers don't stop or yield to pedestrians",-75.7912298331395,45.4437790212255
2426,2023-01-19 00:57:19,"hazard-concern","crossing issue","poor visibility of pedestrians","Difficile de traverser car l'intersection est trop large.","poor visibility of pedestrians",-75.7162509451622,45.4258438856012
2427,2023-01-19 00:59:54,"hazard-concern","side walk infrastructure issue","other","Lors du déneigement de la rue, toute la neige est déversée à cet endroit, bloquant ainsi l'accès au passage... Une petite butte de neige est comprenable, mais c'est devenu une grosse montagne, et pour les gens à mobilité réduite (comme moi), c'est très difficile à franchir. Je dois passer là à presque tous les jours et j'ai peur de me blesser en essayant de monter/descendre... ","side walk infrastructure issue (other)",-75.7896070698286,45.4461827809508
2428,2023-01-19 01:02:19,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Aucun trottoir et les gens se rendant à la plage ou au Mont Lac Vert roulent très vite. ","vehicles - speed makes uncomfortable",-71.6506624619421,48.3645205089548
2429,2023-01-19 02:28:03,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","Les conducteurs ne s'arrêtent pas pour les piétons. Les voitures peuvent se stationner le long de la rue et la visibilité est presque nulle pour les véhicules sortant des stationnements. ","drivers don't stop or yield to pedestrians",-75.8115172472778,45.5045213177911
2430,2023-01-19 11:08:33,"hazard-concern","crossing issue","crosswalk needed","Difficile d’accéder au Canadian Tire en tant que piéton.","crosswalk needed",-73.6196083725239,45.5557492676406
2431,2021-08-19 11:01:00,"hazard-concern","safety/comfort concern","other","Le signal de traverse piétonnière est-ouest s'allume immédiatement quand la flèche de virage à gauche (vers Gréber nord) s'éteint. Cela fait que plusieurs véhicules sont encore dans la traverse pendant que le signal piétonnier est allumé","safety/comfort concern (other)",-75.7023651656109,45.4894642913985
2436,2023-01-19 22:03:44,"hazard-concern","safety/comfort concern","other","Absence de trottoir sur un boulevard important donnant accès à plusieurs commerces. Cela rend difficile l'accès à pied, à vélo, mais aussi en transport en commun. La grande circulation des automobiles rend difficile et dangereuse la cohabitation.","safety/comfort concern (other)",-75.5614030357625,45.5067647234631
2437,2023-01-19 22:03:06,"hazard-concern","side walk infrastructure issue","obstruction - uneven sidewalk (eg. roots, holes, cracks)","Le trottoir du côté sud du boulevard Alexandre-Taché s'arrête brusquement après la rue Saint-Dominique et ne reprend qu'après la rue Saint-Thèrèse. L'absence de trottoir du côté Sud de ce boulevard et du côté Nord de Lucerne permet aux automobilistes d'entrer et sortir des stationnements adjacents (zones rose) à n'importe quel endroit, sans égards aux piétons et aux cyclistes qui circulent. Certains utilisent ces stationnements pour passer du boulevard Lucerne au boulevard Alexandre-Taché.","obstruction - uneven sidewalk (eg. roots, holes, cracks)",-75.7528372459887,45.4202464428557
2440,2023-01-19 22:17:38,"hazard-concern","crossing issue","crosswalk needed","De nombreuses personnes traversent la rue Gamelin pour aller du parc à la rue Labelle, et inversement. Cependant, aucun passage piéton ni aucune mesure de modération de la circulation ne sécurise cette traversée.","crosswalk needed",-75.741513320463,45.4434152940861
2441,2023-01-19 22:17:38,"hazard-concern","side walk infrastructure issue","too narrrow","La vitesse et le camionnage dans le boulevard Saint-Raymond donnent un très fort sentiment d'insécurité, probablement justifié.","too narrrow",-75.7410171036407,45.447053463067
2442,2023-01-19 02:00:00,"hazard-concern","safety/comfort concern","other","Véhicules du chantier de construction stationnés sur la bande cyclable. Vitesse de 60 km/h et peu d'éclairage rend cet endroit très dangereux. ","safety/comfort concern (other)",-75.7707716465724,45.4086660790116
2443,2023-01-18 14:00:00,"hazard-concern","weather related or seasonal","snow","la bande cyclable n'est pas bien déneigée.","snow",-75.7750610886772,45.4051862701916
2445,2023-01-19 22:50:50,"hazard-concern","safety/comfort concern","other","Cet arrêt d'autobus est mal situé. Il est entre l'entrée et la sortie du stationnement de la station service et des commerces adjacents. Les automobilistes entrent et sortent souvent assez rapidement, et ne voient pas toujours les usagers de l'autobus. ","safety/comfort concern (other)",-75.7458941965968,45.4217245858305
2446,2023-01-20 01:07:20,"hazard-concern","side walk infrastructure issue","uncomfortable service (for wheelchairs, etc.)","Our sidewalks are never plowed on rue Perrot and we get our roads plowed much later than nearby streets. We also need more lights in the neighborhood, as it gets very dark.","uncomfortable service (for wheelchairs, etc.)",-75.7510423074359,45.4490469176768
2447,2023-01-19 16:45:00,"hazard-concern","safety/comfort concern","other","Panneau lumineux trop puissant, il aveugle ","safety/comfort concern (other)",-72.7138821254031,45.7523063386403
2448,2023-01-20 01:39:00,"hazard-concern","safety/comfort concern","personal safety - harassement or unwanted attention","La rue laval est beaucoup trop éclairée. On se sent comme dans un gymnase, les visiteurs problématiques cherche de l’ombre et occupe les entrées des gens et parking. Gardons la rue laval eclairé mais diminuons l’intensité qui rappelle la surveillance consante","personal safety - harassement or unwanted attention",-75.7162797597503,45.4268578186828
2449,2023-01-19 22:02:00,"hazard-concern","safety/comfort concern","other","Les corridors de vents sont deplaisants, bruyants, et dangereux. Entre 2 édifice il est difficile de regarder devant soi en avancant a pied. Aussi il y a un drapeau et sa chaine et des portes de garage qui prennent dans le vent et qui font des vacarmes incroyable tout le long de la rue. Très deplaisant comme marche dans les saison froides","safety/comfort concern (other)",-75.7128902351317,45.427480885499
2451,2023-01-12 12:59:00,"hazard-concern","weather related or seasonal","snow","Tronçon de la rue Jogues n’étant pas à sens unique rarement déblayer en hiver. Beaucoup de voiture restent prisent. ","snow",-75.7344569645543,45.429396421351
2452,2023-01-18 15:30:00,"hazard-concern","safety/comfort concern","other","Corridos de vent extrêmement aggressifs entourant les édifices gouvernementaux. Il est dangereux de circuler à pied durant les journées venteuses. Avec la construction d’une tour, ca risque de ne pas s’améliorer ","safety/comfort concern (other)",-75.7202712273685,45.4260747825433
2453,2023-01-20 13:57:18,"hazard-concern","safety/comfort concern","other","Les automobiles peuvent tourner à droite sur le chemin de Masson à deux endroits à partir de la 148, soit la rampe d'accès au sud en plus de la voie centrale. Cela ajoute des virages à droite sur le chemin de Masson et ajoute des conflits potentiels avec les piétons qui souhaitent traverser. ","safety/comfort concern (other)",-75.4210300248958,45.5453487358726
2454,2023-01-20 13:57:18,"hazard-concern","crossing issue","crosswalk needed","Il n'est pas possible de traverser l'avenue de Buckingham à partir de John F. Kennedy de façon conviviale. ","crosswalk needed",-75.4126738070758,45.5816924152792
2455,2021-06-10 12:57:00,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","L'intersection avenue de Buckingham et Maclaren Ouest est très hasardeuse pour les piétons, ainsi que les vélos. Il y a beaucoup de circulation et il y a aussi beaucoup d'espace réservé aux voitures, ce qui rend stressant les traverses pour les personnes.","vehicles - speed makes uncomfortable",-75.4168120251631,45.58648456696
2456,2022-07-11 12:57:00,"hazard-concern","crossing issue","drivers don't stop or yield to pedestrians","L'embouchure de la rue Bridge à hauteur de Georges est très large et il arrive souvent que le marquage au sol soit disparu. Cela rend très dangereux les déplacements piétons à cet endroit. ","drivers don't stop or yield to pedestrians",-75.4217442194316,45.5829118385571
2459,2023-01-20 13:57:18,"hazard-concern","side walk infrastructure issue","other","Les déplacements à pied sur cette rue sont très hasardeux et on ne se sent pas en sécurité. Il serait nécessaire de trouver des façons de rendre cela plus sécuritaire.","side walk infrastructure issue (other)",-75.840811463238,45.4062334075768
2460,2023-01-20 13:57:18,"hazard-concern","safety/comfort concern","vehicles - speed makes uncomfortable","Cette intersection est très dangereuse pour les piétons qui la traverse. Des automobilistes brûlent souvent les stops et plusieurs ignorent les piétons qui traversent.","vehicles - speed makes uncomfortable",-75.8383252292714,45.4063542370489
2461,2023-01-20 13:57:18,"hazard-concern","crossing issue","other","Les automobilistes (parents de la garderie) ne respectent pas la signalisation en place, bloquent le passage pour piéton ou gênent la visibilité.","crossing issue (other)",-75.74356527637,45.4386726957372
2462,2023-01-20 14:47:50,"hazard-concern","crossing issue","crosswalk needed","Rien n'est fait pour les piétons ! Ni trottoir, ni passage piéton, à croire qu'on n'a pas le droit de sortir de chez soi sans auto","crosswalk needed",-75.83948652481,45.406265296736
